OIDN,UIDN,CODSEC,NISCODE,SEC,SECNAAM,LENGTE,OPPERVL
1848,21903,13035C030,13035,C030,VOND,5553.64,472636.8
1540,39834,11023B32-,11023,B32-,DE STERRE,4433.27,1129756.6
9700,44111,46025A091,46025,A091,SCHAUSELBROEK,1930.45,4922.92
1233,39680,11002T02-,11002,T02-,HOFVELD,2149.11,98864.55
1436,20194,11016A010,11016,A010,HEUVEL,4611,398105.95
817,40309,13008A10-,13008,A10-,BEL-KERN,5970.55,873181.19
1761,40434,13025A39-,13025,A39-,SLUISMEER,18605.29,5740567.69
1661,21717,13017B031,13017,B031,KAPELHOF,2486.97,214489.89
934,21640,13013B00-,13013,B00-,RAMSEL-KERN,4546.39,835317.18
1303,20217,11004A00-,11004,A00-,BOECHOUT-CENTRUM,3204.1,352251.99
435,21142,12021A02-,12021,A02-,BINNENRAND-OOST,3620.86,375300.38
889,40345,13011A0MA,13011,A0MA,DE BEUCKALAER - LIERSEWEG,5191.2,894225.07
535,21242,12025B032,12025,B032,HOMBEEK - KAZERNE,2490.14,139188.58
1678,21734,13019A00-,13019,A00-,LILLE-CENTRUM,4797.4,762439.46
757,40282,13003A483,13003,A483,ROSSELAAR-NOORD,4136.74,703785.03
1727,21783,13023A032,13023,A032,LEEST,5062.59,410158.96
753,40278,13003A38-,13003,A38-,VENNEN,5731.21,1622379.74
363,21070,12009A054,12009,A054,RECHTSTRAAT,2489.11,340505.22
1125,39645,11002L111,11002,L111,STEENHOVENSTRAAT (BERENDRECHT - 4 DISTRICT),4945.9,1064779.37
412,21119,12014D010,12014,D010,WIEKEVORST-UITBREIDING-ZUIDUID,8617.5,1755770.38
862,21568,13010A00-,13010,A00-,GROBBENDONK-CENTRUM,5629.02,1397856.58
169,39994,11053A1QB,11053,A1QB,BOSDUIN,14772.84,3261785.9
1704,21760,13019D02-,13019,D02-,HEGGE,2939.91,307492.07
220,20927,11054E022,11054,E022,TULPENLAAN,1904.47,148725
1877,21932,13037A053,13037,A053,RIJKEVORSEL-DORP ZUID,2413.24,310002.65
392,21099,12014A391,12014,A391,STEENPUTTEN,22597.62,6548456.64
482,40144,12025A23-,12025,A23-,MONTREAL,3758.96,643072.86
1047,19845,11002D31-,11002,D31-,ASTRID BAD (OOSTWIJK),1952,164629.28
718,40260,12040D11-,12040,D11-,DE KEL,1922.69,79125.3
300,40064,12002A0AB,12002,A0AB,ELZENHOEK,4847.7,305528.85
885,21591,13011A03-,13011,A03-,DE POEL,4208.33,830010.77
500,40155,12025A480,12025,A480,HALFGALG,4328.32,903093.25
327,40081,12005B291,12005,B291,WUINES,10775.73,3065299.01
569,40185,12026A0PN,12026,A0PN,MOL-TER-NETE,21111.55,5909718.12
243,20950,11055B02-,11055,B02-,DRIESHEIDE,3182.86,424171.13
205,40012,11054B091,11054,B091,GROTE EN KLEINE HEIDE,16494.35,6226926.45
1070,19868,11002F61-,11002,F61-,BOOMSE STWG-BEERSCHOT (KIEL),2116.32,209553.43
1417,39760,11009C08-,11009,C08-,CHRISTUS-KONING,4226.59,1072086.16
102,39950,11040A490,11040,A490,ST.JOBSEBAAN - ZWAN,4988.25,612248.91
1021,19819,11002B701,11002,B701,LINKEROEVER-ZUID (LINKEROEVER),3182.44,508435.7
15,39900,11037A080,11037,A080,STEENBAKKERIJEN,8510.5,2268052.77
1084,19882,11002G74-,11002,G74-,DEN BRANDT (WILRIJKSPLEIN),4579.2,394317.85
604,40204,12029B19-,12029,B19-,HEESTENHEIDE,6671.48,1546320.05
1747,21803,13025A042,13025,A042,HEIDENHUIZEN,4627.25,624023.36
590,40193,12029A10-,12029,A10-,GRASHEIDE-KERN,4106.56,598763.85
1488,20558,11022A032,11022,A032,BEZEMHEIDE,6173.72,872351.17
1179,39663,11002R02-,11002,R02-,DEURNE-HET DORP,2024.92,244189.51
1730,40419,13023A0PB,13023,A0PB,BUITENGEBIED,43726.66,21134846.5
492,21199,12025A401,12025,A401,HOMBEEKSE STEENW. -SCHONENBERG,2382.89,289649.7
1804,39507,13031A010,13031,A010,EIGEN - MOLENBERGEN - NEERSTR. - STW. SEVENDONK,5085.51,814713.66
1240,20037,11002T12-,11002,T12-,OUDE BAEN,2252.81,228644.38
990,19788,11001A01-,11001,A01-,DE LEEUWERIK,3934.77,671157.59
991,19789,11001A020,11001,A020,BUERSTEDE,2201.73,280848.16
993,19791,11001A042,11001,A042,KLEINE GRIPPE,2166.47,255623.65
994,19792,11001A052,11001,A052,LEUG,3779.15,337269.06
1007,19805,11002A01-,11002,A01-,KLAPDORP - BROUWERSVLIET,1753.48,138162.24
1008,19806,11002A02-,11002,A02-,GROENPLAATS (SPAANSE WALLEN),1342.91,109012.82
1011,19809,11002A05-,11002,A05-,GEVANGENIS (SPAANSE WALLEN),1654.72,134709.65
1013,19811,11002A10-,11002,A10-,MEIR - LEYSSTRAAT (SP. WALLEN),2321.89,261479.61
1014,19812,11002A11-,11002,A11-,KIPDORP-ST.-JACOBS (SP.WALLEN),2052.08,195112.43
1016,19814,11002A13-,11002,A13-,STADSWAAG-BEGIJNHOF(SP.WALLEN),2160.7,230308.61
1017,19815,11002A14-,11002,A14-,TABAKSVEST (SPAANSE WALLEN),1433.09,94039.05
1019,19817,11002A21-,11002,A21-,ST.-ANDRIES (SPAANSE WALLEN),1811.17,175304.6
1020,19818,11002A22-,11002,A22-,ST.-MICHIELSKAAI (SP. WALLEN),1790.37,84454.91
1022,19820,11002B71-,11002,B71-,LINKEROEVER - STATION,2622.94,407934.53
1023,19821,11002B721,11002,B721,LINKEROEVER-NOORD,2650.67,436813.54
1024,19822,11002B73-,11002,B73-,ST.-ANNA (LINKEROEVER),5274.1,625554.9
1025,19823,11002B742,11002,B742,THOENETLAAN (LINKEROEVER),2226.22,276916.9
1030,19828,11002B824,11002,B824,CHARLES DE COSTERLAAN(L.OEVER),5216.1,1388594.5
1031,19829,11002C20-,11002,C20-,STATIEKWARTIER (STATIONSWIJK),1472,91074.55
1033,19831,11002C22-,11002,C22-,DE CONINCPLEIN-Z.(STATIONSW.),1404.31,93930.44
1034,19832,11002C23-,11002,C23-,OFFERANDESTRAAT(STATIONSWIJK ),1655.96,160226.89
1036,19834,11002C25-,11002,C25-,PELIKAANSTRAAT (STATIONSWIJK ),2188.75,238611.38
1037,19835,11002C28-,11002,C28-,STATION - ZOO (STATIONSWIJK ),1589.31,120459.34
1039,19837,11002C31-,11002,C31-,JEZUITENCOLLEGE(STATIONSWIJK ),1935.31,101815.61
1040,19838,11002C41-,11002,C41-,DAMBRUGGESTRAAT-N.(STATIONSW.),1678.27,137639.67
1042,19840,11002C43-,11002,C43-,ST.-WILLEBRORDUS (NOORDWIJK ),1627.69,125578.15
1043,19841,11002C44-,11002,C44-,POTGIETERSTRAAT (NOORDWIJK),1355.16,88540
1044,19842,11002C45-,11002,C45-,STUIVENBERG ZIEKENHUIS(NOORDW),1913.65,195154.08
1045,19843,11002C491,11002,C491,SCHIJNPOORT (DAM-SCHIJNPOORT ),1501.69,107439.19
1048,19846,11002D32-,11002,D32-,ST.-VINCENTIUS (OOSTWIJK),2389.28,252990.4
1051,19849,11002D35-,11002,D35-,VAN DIEPENBEECKSTR. (OOSTWIJK),1600.83,110503.85
1053,19851,11002D41-,11002,D41-,STAPPAERTS - KRIJGSHOSPITAAL (OOSTWIJK),3563.83,325098.95
1054,19852,11002D42-,11002,D42-,LAMORINIERESTR.-ZUID (EBES) (OOSTWIJK),1787.65,178253.93
1056,19854,11002E131,11002,E131,VLAAMSE KAAI (ZUIDWIJK),2200.71,108942.89
1057,19855,11002E14-,11002,E14-,MUSEUMWIJK (ZUIDWIJK),3066.19,414862.39
1059,19857,11002E19-,11002,E19-,OUDE SCHIPPERSDOKKEN(ZUIDWIJK),1857.89,83788.7
1060,19858,11002E50-,11002,E50-,BELL (ZUIDWIJK),2514.16,394898.09
1062,19860,11002E53-,11002,E53-,TROONPLAATS (ZUIDWIJK),2297.78,187977.12
1063,19861,11002E551,11002,E551,GERECHTSHOF (ZUIDWIJK),1820.57,173556.36
1065,19863,11002F11-,11002,F11-,ST.-CATHARINA (KIEL),2075.76,237756.11
1066,19864,11002F12-,11002,F12-,MAURITS SABBELAAN (KIEL),1988.51,155115.3
1067,19865,11002F21-,11002,F21-,KOLONIELAAN (CAM. HUYSMANSL.),3256.46,407968.44
1068,19866,11002F223,11002,F223,VOLHARDINGSSTRAAT (KIEL),861.9,46672.72
1071,19869,11002F62-,11002,F62-,BEERSCHOT - STADION (KIEL),2046.11,237983.49
1074,19872,11002F6MJ,11002,F6MJ,PETROLEUM - SCHELDEKADEN-Z.,7309.66,1539104.3
1076,19874,11002G51-,11002,G51-,ST.-LAURENTIUS (ZUIDWIJK),2241.67,264271.5
1077,19875,11002G522,11002,G522,FRANSEN PLAATS (ZUIDWIJK),1665.42,180597.35
1079,19877,11002G54-,11002,G54-,KAREL OOMSTRAAT,2651.57,323137.43
1080,19878,11002G552,11002,G552,C. TEICHMANN PLAATS (ZUIDWIJK),533.41,17459.03
1083,19881,11002G73-,11002,G73-,BLOKKEN-KRUISHOFSTR. (WILR.PL),920.62,50760.77
1085,19883,11002G75-,11002,G75-,OOSTERVELD (WILRIJKSPEIN),1267.93,70875.36
1087,19885,11002H40-,11002,H40-,ST.-AMANDUS (NOORDWIJK),1837.87,147426.15
1088,19886,11002H41-,11002,H41-,STUIVENBERG-WEST,2255.35,187114.49
1091,19889,11002H4MJ,11002,H4MJ,STATION STUIVENBERG,3111.96,200182.25
1093,19891,11002H84-,11002,H84-,DAM (DAM - SCHIJNPOORT),1256.99,63694.72
1094,19892,11002H8MJ,11002,H8MJ,DAM- LOBROEKDOK (SCHIJNPOORT),3238.77,430413.44
1099,19897,11002J83-,11002,J83-,DUBOISSTRAAT (NOORDWIJK),1384.13,97204.45
1100,19898,11002J84-,11002,J84-,WILLEMDOK (SPAANSE WALLEN),2273.78,241164.48
1102,19900,11002J873,11002,J873,HOUTDOK,4916.7,1057820.23
1111,19909,11002K173,11002,K173,LEOPOLDDOK FORD-FABRIEKEN,13447.92,9099161.9
1117,19915,11002K272,11002,K272,DISTRICT LILLO TUNNEL-ZUID,7165.7,1586916.4
1119,19917,11002L000,11002,L000,ZANDVLIET-KERN(ZANDVL.-5 DIST),5305.05,1342175.3
1120,19918,11002L011,11002,L011,STALSHOEK(ZANDVLIET-5 DISTR. ),4229.91,690092.93
1127,19924,11002L17-,11002,L17-,HAVENGEBIED(BERENDRECHT - 4 D),9271.54,3985481.66
1129,19926,11002M0MA,11002,M0MA,SCHELDE - CONTAINERTERMINAL,3306.82,229454.81
1131,19928,11002P00-,11002,P00-,EKEREN-CENTRUM,2251.79,255405.29
1132,19929,11002P01-,11002,P01-,EKEREN-DORP,2503.88,311511.7
1134,19931,11002P03-,11002,P03-,DE GEESTEN,3577.23,487459.95
1135,19932,11002P04-,11002,P04-,HET ZAND,3487.11,485488.74
1137,19934,11002P09-,11002,P09-,VELTWIJCK,1663.55,138357.25
1141,19938,11002P192,11002,P192,HOGE BIST,1942.8,170214.72
1144,19941,11002P22-,11002,P22-,PRINSHOEVELAND,2692.42,424070.16
1146,19943,11002P242,11002,P242,KLAVERVELDEN,2140.99,189569.47
1152,19949,11002Q001,11002,Q001,OUD MERKSEM,2633.61,280196.95
1154,19951,11002Q021,11002,Q021,LAATLOS,1441.19,121355.13
1155,19952,11002Q03-,11002,Q03-,GAGELVELDEN,3142.27,428974.93
1158,19955,11002Q072,11002,Q072,DUIVELSHOEK,3029.07,299528.04
1163,19960,11002Q13-,11002,Q13-,MELGESDREEF,2738.6,339079.3
1164,19961,11002Q14-,11002,Q14-,TUINWIJK,3122.26,453540.67
1166,19963,11002Q201,11002,Q201,LAMBRECHTSHOEKEN,3947.92,535550.79
1167,19964,11002Q212,11002,Q212,LAARSE BAAN-WEST,2100.27,238982.63
1169,19966,11002Q233,11002,Q233,LAARSE BAAN-OOST,2043.79,155393.4
1170,19967,11002Q241,11002,Q241,KRUISBAANVELDEN,1085.13,41315.07
1171,19968,11002Q242,11002,Q242,KRUISBAANVELDEN,2557.73,164256.9
1172,19969,11002Q2AA,11002,Q2AA,'T LAAR,2399.8,281537.55
1178,19975,11002R01-,11002,R01-,PLANKENBERG,1811.05,179570.38
1180,19977,11002R03-,11002,R03-,GALLIFORT,2299.75,280026.92
1181,19978,11002R04-,11002,R04-,KREGLINGER,1683.49,132795.37
1183,19980,11002R099,11002,R099,RIVIERENHOF-NOORD,4968.5,1256505.66
1184,19981,11002R101,11002,R101,KRONENBURG,3164.24,391681.43
1186,19983,11002R12-,11002,R12-,CONFORTA,2318.62,249038.57
1187,19984,11002R13-,11002,R13-,TEN EEKHOVE,3477.61,532287.9
1188,19985,11002R172,11002,R172,KANAAL,2620.98,181997.27
1191,19988,11002R20-,11002,R20-,VENNEBORG,2417.89,344439.12
1195,19992,11002R24-,11002,R24-,SCHOTENSTEENWEG,2081.92,249066.7
1198,19995,11002R30-,11002,R30-,'T MESTPUTTEKE,2086.63,148649.9
1200,19997,11002R32-,11002,R32-,ARENA,1926.18,191338.59
1203,20000,11002R35-,11002,R35-,MORKHOVEN,2593.23,218600.8
1211,20008,11002R482,11002,R482,BOEKENBERGPARK,1538.14,103728.1
1212,20009,11002S00-,11002,S00-,BORGERHOUT - GEMEENTEHUIS,2012.05,223643.66
1215,20012,11002S03-,11002,S03-,KROONSTRAAT-WEST,1863.74,116188.14
1217,20014,11002S05-,11002,S05-,KATTENBERG,1634.32,130152.06
1218,20015,11002S10-,11002,S10-,STENENBRUG-ZUID,1507.15,126376.85
1221,20018,11002S13-,11002,S13-,BOELAERPARK-NOORD,1389.9,85686.56
1223,20020,11002S20-,11002,S20-,FOORPLEIN,966.85,49052.95
1226,20023,11002S30-,11002,S30-,DE PEPERBUS,1652.21,180466.61
1227,20024,11002S31-,11002,S31-,ST.-ANNA,1763.75,179703.31
1229,20026,11002S42-,11002,S42-,GITSCHOTEL,2071.91,226340.75
1230,20027,11002S43-,11002,S43-,CRUYSLEI,1747.55,136346.02
1231,20028,11002T00-,11002,T00-,OP TEN BERGH,1909.92,210620.99
1232,20029,11002T01-,11002,T01-,POSTHOF,1560.94,143773.35
1235,20032,11002T04-,11002,T04-,OUDE JUSTITIE,1434.35,121562.83
1238,20035,11002T10-,11002,T10-,RUYTENBURG,2060.2,230660.37
1241,20038,11002T13-,11002,T13-,MOLENVELD,2223.06,241867.3
1244,20041,11002T19-,11002,T19-,DE SCHOM,1588.4,95419.74
1246,20043,11002T21-,11002,T21-,VOSSTRAETE,2406.45,202907.75
1247,20044,11002T22-,11002,T22-,GROENENHOEK,2450.99,218780.64
1249,20046,11002T24-,11002,T24-,TUINWIJK,1984.43,140249.68
1252,20049,11002T39-,11002,T39-,OOSTKWARTIER,1318.61,107469.4
1255,20052,11002U00-,11002,U00-,WILRIJK-CENTRUM,2715.14,411377.51
1258,20055,11002U03-,11002,U03-,KOORNBLOEM,3295.99,510770.31
1261,20058,11002U11-,11002,U11-,PARKWIJK,4099.12,457409.49
1264,20061,11002U22-,11002,U22-,DE BRUYNLAAN-NOORD,1288.04,51552
1271,20068,11002U43-,11002,U43-,GALLAITLAAN,3598.3,548268.08
1273,20070,11002U57-,11002,U57-,TER BEKE HOF DREEF,4890.38,1067696.11
1277,20074,11002U68-,11002,U68-,SCHOONSELHOF - FORT 7,4449.07,1027481.97
1280,20077,11002V01-,11002,V01-,KLOOSTERSTRAAT,2708.13,309901.69
1281,20078,11002V02-,11002,V02-,VINKEVELDEN,1846.82,162857.35
1283,20080,11002V04-,11002,V04-,SPORT PARK BELL,2531.84,215137.41
1284,20081,11002V05-,11002,V05-,LEOPOLDLEI,2684.36,270502.67
1286,20083,11002V099,11002,V099,PARK ZORGVLIET,5799.21,834105.15
1287,20084,11002V10-,11002,V10-,ZWAANTJES,3779.61,564529.11
1289,20086,11002V12-,11002,V12-,WEERSTANDLAAN,1671.19,134665.43
1290,20087,11002V13-,11002,V13-,HEIDE,3147.51,422400.46
1292,20089,11002V19-,11002,V19-,BEGRAAFPLAATS,2507.95,214633.99
1293,20090,11002V20-,11002,V20-,MEERLENHOF,2400.41,263862.15
1294,20091,11002V21-,11002,V21-,STUIVENBERG,1783.2,174587.89
1295,20092,11002V22-,11002,V22-,NACHTEGALENHOF-NOORD,2854.4,229200.15
1298,20095,11002V301,11002,V301,MORETUSBURG,1962.11,214100.37
1339,20097,11005A25-,11005,A25-,VOSKEN,1421.04,123703.07
1349,20107,11008A00-,11008,A00-,VAGEVUURVELDEN,3241.36,614940.63
1351,20109,11008A020,11008,A020,ZAND - HEISLAG,5115.95,1144224.14
1352,20110,11008A03-,11008,A03-,FORTUINBEEK,3211.51,620514.34
1355,20113,11008A0AA,11008,A0AA,NEERVELDEN,2255.57,260133.5
1357,20115,11008A0PA,11008,A0PA,TORENHOF - HOF TEN BOS,6408.85,736584.11
1362,20120,11008A20-,11008,A20-,DRIEHOEK,5883.49,1064398.3
1363,20121,11008A21-,11008,A21-,BETHANIE,6287.76,1421094.16
1366,20124,11008A29-,11008,A29-,NIEMANDS BEEMDEN,4278.29,943378.69
1368,20126,11008A31-,11008,A31-,MOLENHEIDE,3145.61,450240.73
1369,20127,11008A32-,11008,A32-,BELLENHOF,3746.3,736048.76
1379,20137,11009A000,11009,A000,BRECHT-CENTRUM,7844.93,959583.22
1380,20138,11009A01-,11009,A01-,HEIKEN,3691.76,265037.43
1385,20143,11009A0MC,11009,A0MC,DE RING,2282.3,211619.69
1386,20144,11009A0PD,11009,A0PD,HOEK - SCHOM,17446.64,4871553.48
1388,20146,11009A20-,11009,A20-,HET VEEN,5182.1,1156893.85
1391,20149,11009A281,11009,A281,DE MEREL,9207.84,2018288.25
1394,20152,11009A38-,11009,A38-,KREKELBERG,6753.8,2080074.25
1395,20153,11009A3AB,11009,A3AB,NIEUWE ROMMERSHEIDE,2779.56,396202.96
1396,20154,11009A3PB,11009,A3PB,HORST - SCHOORDIJK - MEREYT,20715.17,7528368.76
1402,20160,11009B01-,11009,B01-,POTHOEK,3368.88,479029.22
1403,20161,11009B02-,11009,B02-,HEIKEN,3782.56,512124.12
1409,20167,11009B20-,11009,B20-,GROOT EN KLEIN VEERLE,5053.95,536220.27
1411,20169,11009B2MA,11009,B2MA,D'HOEF,2233.01,271984.22
1414,20172,11009C01-,11009,C01-,LEEUWERIK,4992.43,1137244.23
1419,20177,11013A00-,11013,A00-,EDEGEM-CENTRUM,3073.19,430859.37
1426,20184,11013A101,11013,A101,EEKHOF - ST.JOZEF,3946.73,669102.72
1429,20187,11013A132,11013,A132,MOLENVELD,3883.6,567449.98
1439,20197,11016A052,11016,A052,DE VENNEN - DE WERF,4695.92,976852.09
1442,20200,11016A112,11016,A112,WILDERT-WEST,4640.78,684988.79
1446,20204,11016A200,11016,A200,HORENDONK,7121.27,1000843.15
1451,20209,11016A300,11016,A300,ESSEN - HOEK,3954.78,286021.01
1299,20213,11002V312,11002,V312,VISPUTTEN,2143.65,269523.06
1300,20214,11002V322,11002,V322,POLDERSTAD,4637.74,1178144.83
1309,20223,11004A10-,11004,A10-,'T VOSKE,3542.43,433049.33
1310,20224,11004A18-,11004,A18-,HELLE,5515.56,1540086.4
1312,20226,11004A21-,11004,A21-,MOLENVELD,2908.61,309079.67
1313,20227,11004A220,11004,A220,GILLEGOMBUURT,4291.47,490490.31
1315,20229,11004A242,11004,A242,VOGELWEIDE,2425.3,197050.8
1318,20232,11004B010,11004,B010,BROECHEMSE STEENWEG,3493.42,351101.65
1319,20233,11004B022,11004,B022,NIEUWE WIJK,2487.85,199921.72
1324,20238,11005A01-,11005,A01-,ADVOKAATSTRAAT,3528.7,303992.93
1330,20244,11005A093,11005,A093,HOLLEZIJP,1815.16,171250.01
1455,20525,11016A412,11016,A412,VELDWEG,2202.97,113187.29
1456,20526,11016A501,11016,A501,HEIKANT,6452.82,1619230.54
1458,20528,11016A60-,11016,A60-,KALMTHOUTSE HOEK,1720.5,122623.71
1460,20530,11018A000,11018,A000,HEMIKSEM-DORP,2065.27,154548.15
1462,20532,11018A021,11018,A021,HEMIKSEM-CENTRUM,3550.24,321274.41
1468,20538,11018A101,11018,A101,HEUVELSTRAAT,2164.13,167681.69
1471,20541,11018A132,11018,A132,KERKE BOS,2368.32,123032.55
1472,20542,11018A143,11018,A143,SCHELSE BOS,1240.19,60558.4
1475,20545,11021A00-,11021,A00-,HOVE-CENTRUM,3283.69,503832.97
1485,20555,11022A001,11022,A001,KALMTHOUT-CENTRUM-OOST,5516.12,768124.12
1486,20556,11022A012,11022,A012,KALMTHOUT-CENTRUM-WEST,3986.73,421496.36
1489,20559,11022A080,11022,A080,KALMTHOUT-VERSPR. BEW.-OOST,8132.67,1578771.49
1491,20561,11022A10-,11022,A10-,KALMTHOUT-DORP,6178.21,1009843.51
1492,20562,11022A11-,11022,A11-,HEUVEL,6039.42,690802.26
1494,20564,11022A132,11022,A132,MERBORETUM-NOORD,2511,301439.72
1500,20570,11022A232,11022,A232,NIEUWE WIJK - HEIDE,2888.61,435645.69
1502,20572,11022A2AA,11022,A2AA,HOLLE KELDER,5329.57,1113009.73
1505,20575,11022A30-,11022,A30-,ACHTERBROEK-CENTRUM,7832.06,578336.13
1506,20576,11022A31-,11022,A31-,ACHTERBROEK - WUUSTWEZEL,2832.57,148278.2
1520,20590,11023A00-,11023,A00-,KAPELLEN-CENTRUM,4305.65,541507.9
1521,20591,11023A01-,11023,A01-,BEUKENHOF,3854.53,522683.96
1526,20596,11023A062,11023,A062,DENNENBURG,6326.02,1316973.47
1528,20598,11023A091,11023,A091,MIDDELBEEK,5302.9,1219832.22
1538,20608,11023B30-,11023,B30-,ZILVERENHOEK,2864.93,354230.79
1539,20609,11023B31-,11023,B31-,HAZELDONK,3926.45,805961.83
1543,20613,11023B40-,11023,B40-,HOOGBOOM,4986.43,1119876.01
1545,20615,11024A00-,11024,A00-,KONTICH-CENTRUM,3770.26,533848.54
1546,20616,11024A01-,11024,A01-,BROEKBEEMDEN - NACHTEGAAL,3755.39,649892.5
